UUID: f08c55e0-31af-4d4f-abce-20a7e807dae6
NEW CROP, APPLE, amount: 853kg, in week: 22
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:2 by customer 28e44809-f166-45fa-adfc-29125cd8e8f4
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 9kg, shop price: 44.68 in week:2 by customer 662cc495-9000-48a7-a42f-2c590c3bd2ff
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:2 by customer 51de2388-15dd-46a6-a4d0-a7eef0e64c4a
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:2 by customer 25e4a9b7-2890-49a5-b07b-e18ba01a81e7
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 13kg, shop price: 44.68 in week:2 by customer e39561a5-dd81-411d-b70b-0e8b67e25f4a
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:2 by customer 19db41ce-7c3b-44f7-908e-f7997caf1e3c
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:2 by customer 4fbd7832-4bad-48d1-96e6-c5579c4b78a7
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:2 by customer 7be7c255-b4cc-4ec9-bdcf-ce46eb86bc61
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:2 by customer c2a3aa33-50da-4021-99a5-8af57b888bce
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:2 by customer 23c24706-dc60-45f2-8598-809043cec79d
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:2 by customer bad2d321-6d22-47db-bb23-0d183810adaa
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 9kg, shop price: 44.68 in week:2 by customer 5aa745bd-ec55-4ca8-8abb-05be2b158212
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:2 by customer 3cfc15eb-76db-4a32-bed6-ca9ebf0c2d02
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 15kg, shop price: 44.68 in week:3 by customer b862378b-4dda-4b25-8289-0cde582c3099
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:3 by customer 924b4385-d34d-4643-9297-9ba437fd4c02
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:3 by customer 6db4bd33-466c-49ae-82c9-405274dd6cc3
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 10kg, shop price: 44.68 in week:3 by customer 35f9d570-d8b4-40c3-a05b-b6cb9ea54188
PRODUCT HAS BEEN PURCHASED, SALAD, amount: 15kg, shop price: 44.68 in week:3 by customer ef3336a8-9971-45e0-89be-bdd6eea6a970
PRODUCT WAS SOLD OUT, in week:3


UUID: 9bcbb17f-191a-452c-a698-9cbf77a1380e
NEW CROP, SALAD, amount: 283kg, in week: 9


UUID: 2720e7b3-7ad9-4544-8b09-65d0f00f62d5
NEW CROP, TOMATO, amount: 186kg, in week: 6


UUID: 1a3980d8-9def-48bc-9c24-f5be3c1b113e
NEW CROP, POPPY, amount: 375kg, in week: 24


UUID: c48b2032-fff2-42f1-8239-83ac39e066c1
NEW CROP, CHERRIES, amount: 578kg, in week: 22


UUID: 42649b1b-fca5-4b65-b20a-c7733415acc0
NEW CROP, SALAD, amount: 177kg, in week: 5


UUID: 079bf815-c559-4366-a44a-e852d954ebee
NEW CROP, WHEET, amount: 304kg, in week: 7


UUID: 2f76e05b-5062-4996-968a-fbbf8e4a12b5
NEW CROP, POPPY, amount: 831kg, in week: 21
CROP HAS BEEN HARVESTED IN WEEK: 28 by bb788b93-b043-416b-88c0-8fc015dc3e31
CROPT HAS BEEN SHIPPED, POPPY, amount: 831kg, in week:29
NEW PRODUCT, Milled poppy, amount: 623kg, shop price: 56.0 in week:29 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, Milled poppy, shop price: 56.0 in week:30
PRODUCT HAS BEEN PURCHASED, Milled poppy, amount: 10kg, shop price: 56.0 in week:30 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c


UUID: bbc54807-e157-4983-a151-ad31c423d841
NEW CROP, OILSEED, amount: 400kg, in week: 1
CROPT HAS BEEN SHIPPED, OILSEED, amount: 400kg, in week:1
NEW PRODUCT, Oilseed oil, amount: 300kg, shop price: 43.0 in week:1 by7efd85f5-9614-436e-a024-da9b68cfb3c9
PRODUCT HAS BEEN SHIPPED, Oilseed oil, shop price: 43.0 in week:2
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer ef0b3a8e-86be-44ed-8bac-66453f6ca9d3
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 6b5179ae-f789-4a31-80fd-19c4ec1e05dc
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 924b4385-d34d-4643-9297-9ba437fd4c02
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 7kg, shop price: 43.0 in week:2 by customer 0e9a2add-46d8-4203-8870-63ce7f2c58ff
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 6db4bd33-466c-49ae-82c9-405274dd6cc3
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 8276cbfb-3f19-4d6a-9509-1ec15e227268
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 9kg, shop price: 43.0 in week:2 by customer 3c19e95a-29d6-4ec7-81bf-68131878fe12
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 055581db-2768-4be0-ba96-6cfab6d123e5
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 4e1b3141-7331-4e78-bcca-02aa6f414e98
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer fff3c27d-c704-4699-af81-c3c77e29e9ff
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 2c084fc4-4f91-4aaf-a6bc-aef2e4cb1fd1
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 7e4211da-30b8-48c3-9907-9b1df35caea9
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 28e44809-f166-45fa-adfc-29125cd8e8f4
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 7kg, shop price: 43.0 in week:2 by customer becbced8-0ace-4978-bbef-f166034bce83
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 13kg, shop price: 43.0 in week:2 by customer 662cc495-9000-48a7-a42f-2c590c3bd2ff
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 11kg, shop price: 43.0 in week:2 by customer 96d6a970-8d39-4cf3-975b-481e3c8eae3b
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 5kg, shop price: 43.0 in week:2 by customer aa1319da-5693-44f4-bb10-430321d1dacd
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 14kg, shop price: 43.0 in week:2 by customer a1df63d7-c2dd-4849-9f89-b21c22791d59
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 51de2388-15dd-46a6-a4d0-a7eef0e64c4a
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 25e4a9b7-2890-49a5-b07b-e18ba01a81e7
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 9kg, shop price: 43.0 in week:2 by customer e39561a5-dd81-411d-b70b-0e8b67e25f4a
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 19db41ce-7c3b-44f7-908e-f7997caf1e3c
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 4fbd7832-4bad-48d1-96e6-c5579c4b78a7
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 7be7c255-b4cc-4ec9-bdcf-ce46eb86bc61
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer c2a3aa33-50da-4021-99a5-8af57b888bce
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 23c24706-dc60-45f2-8598-809043cec79d
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer bad2d321-6d22-47db-bb23-0d183810adaa
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:2 by customer 3cfc15eb-76db-4a32-bed6-ca9ebf0c2d02
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 12kg, shop price: 43.0 in week:3 by customer 52a1045c-9cd3-4a91-867b-831791e74768
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:3 by customer 924b4385-d34d-4643-9297-9ba437fd4c02
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:3 by customer 6db4bd33-466c-49ae-82c9-405274dd6cc3
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 6kg, shop price: 43.0 in week:3 by customer 50e0c754-b528-4d3f-ad57-9c89b1ba8bf1
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:3 by customer 35f9d570-d8b4-40c3-a05b-b6cb9ea54188
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 14kg, shop price: 43.0 in week:3 by customer ef3336a8-9971-45e0-89be-bdd6eea6a970
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:3 by customer bfdbaf7f-c4d0-4020-a958-633f17884b58
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:3 by customer 4e1b3141-7331-4e78-bcca-02aa6f414e98
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:3 by customer 2c084fc4-4f91-4aaf-a6bc-aef2e4cb1fd1
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:3 by customer 7e4211da-30b8-48c3-9907-9b1df35caea9
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:3 by customer 583530f2-9e84-4ad3-8bbd-ec09396c822f
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:3 by customer d040dc0d-8ec7-4906-abe6-7128a798958e
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:3 by customer 3622256c-8bd9-41cb-80fe-f38da25ec700
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:3 by customer 7eed6a86-efa4-4aba-b9e0-d9d97d5750b3
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 43.0 in week:3 by customer 86c1545b-b0e7-43bc-818d-c93e86af9709
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 8kg, shop price: 43.0 in week:3 by customer c7b01892-498d-4e1a-ae0a-46636b698a0b
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 5kg, shop price: 43.0 in week:3 by customer becbced8-0ace-4978-bbef-f166034bce83
PRODUCT WAS SOLD OUT, in week:3


UUID: f4a51e19-19da-4944-876b-b4ac3589ff79
NEW CROP, LENTIL, amount: 914kg, in week: 14


UUID: 9285650c-010f-478c-a386-00edd9607814
NEW CROP, HEMP, amount: 606kg, in week: 25


UUID: bbf44689-334d-4cb1-9030-34543d62d490
NEW CROP, HEMP, amount: 295kg, in week: 10


UUID: 61937370-b1a7-42b2-936d-15114a4812dc
NEW CROP, LENTIL, amount: 180kg, in week: 7


UUID: 3c60610a-2461-4ff9-adef-1d165b95a680
NEW CROP, PLUMS, amount: 225kg, in week: 15


UUID: 86814a9a-407f-4a15-a82a-3c1d76715b29
NEW CROP, OILSEED, amount: 904kg, in week: 23


UUID: f6c78a73-f77c-4c2a-bb86-f8aac91e56cf
NEW CROP, SUNFLOWER, amount: 707kg, in week: 8


UUID: 2866b3e9-2841-4d90-82b2-58c8e9d13ed5
NEW CROP, ONION, amount: 580kg, in week: 25


UUID: 4481503b-2eb7-48ec-a313-28eaf9d253eb
NEW CROP, POTATO, amount: 426kg, in week: 8


UUID: 607719c9-05ac-438e-a811-c803937a07d7
NEW CROP, BARLEY, amount: 829kg, in week: 16
CROP HAS BEEN HARVESTED IN WEEK: 26 by 742fea40-3a9a-4ef4-b669-e2011e8cbc94


UUID: 1351f91e-a467-417e-b1f1-8555e5ece93a
NEW CROP, CORN, amount: 709kg, in week: 7


UUID: 2f648e6e-cd32-4c87-96c6-b404627dd329
NEW CROP, CHERRIES, amount: 186kg, in week: 25
CROP HAS BEEN HARVESTED IN WEEK: 28 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4
CROPT HAS BEEN SHIPPED, CHERRIES, amount: 186kg, in week:29
NEW PRODUCT, CHERRIESjuice, amount: 158l, shop price: 85.0 in week:29 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, CHERRIESjuice, shop price: 85.0 in week:30
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 12l, shop price: 85.0 in week:30 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c


UUID: 8f673409-c773-41bf-95d1-85003ae948b1
NEW CROP, WHEET, amount: 351kg, in week: 3


UUID: 3213fc59-b887-4ef6-a6c2-5a03f9a00e76
NEW CROP, PLUMS, amount: 682kg, in week: 8


UUID: 0b222958-76f7-4323-9b6d-045e6b71ecc0
NEW CROP, OATS, amount: 112kg, in week: 26
CROP HAS BEEN HARVESTED IN WEEK: 29 by 742fea40-3a9a-4ef4-b669-e2011e8cbc94


UUID: e1d96fb3-1eab-4f3b-9dbe-451a15c1d1b2
NEW CROP, PLUMS, amount: 459kg, in week: 14


UUID: 509f8ebc-936d-45a8-a6f9-72cae24ba9b3
NEW CROP, OATS, amount: 792kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 15 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4


UUID: d5c9b902-e07c-4d0d-84ae-cc942dc28f6d
NEW CROP, ONION, amount: 677kg, in week: 12


UUID: 9f86dd3c-af69-490b-b19e-24419bd9e9ef
NEW CROP, BEAN, amount: 766kg, in week: 30


UUID: 1e91bb12-5f3c-495b-879e-8bb7eda2d55d
NEW CROP, HOP, amount: 645kg, in week: 24
CROP HAS BEEN HARVESTED IN WEEK: 29 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4
CROPT HAS BEEN SHIPPED, HOP, amount: 645kg, in week:30
NEW PRODUCT, Beer, amount: 161l, shop price: 5.0 in week:30 by552d2f59-9890-48e8-bbae-07b56d4f926f


UUID: 29e5fe20-c39f-4f40-ba35-bc07bdfb0be1
NEW CROP, ONION, amount: 423kg, in week: 24


UUID: 3f6ad970-e70b-4e65-abbc-9d1e65cb832f
NEW CROP, HEMP, amount: 872kg, in week: 25


UUID: c4b51110-325d-456b-9083-7256d6a1e1d4
NEW CROP, OILSEED, amount: 653kg, in week: 9


UUID: b5b20804-b0b9-4daf-a51f-99ea3f15c473
NEW CROP, CHERRIES, amount: 913kg, in week: 20
CROP HAS BEEN HARVESTED IN WEEK: 30 by d7a60a24-9c81-4de4-8b6f-8eb7359f8ee9


UUID: 0b986e7c-ff9d-4916-b218-ea425dd0b5d1
NEW CROP, CORN, amount: 356kg, in week: 3


UUID: ac4c07e7-bac2-4f55-93a5-06d55adee6a7
NEW CROP, HOP, amount: 508kg, in week: 7


UUID: c8cda5fd-a205-464a-bfc2-62b520bf2781
NEW CROP, BEAN, amount: 114kg, in week: 8


UUID: c8ad2c4f-46e4-4b56-825d-f2ceedd60b22
NEW CROP, GRAPEVINE, amount: 717kg, in week: 12


UUID: 01fd9f52-c2f4-4dc0-aebc-9368e7f9448c
NEW CROP, OATS, amount: 812kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 20 by d7a60a24-9c81-4de4-8b6f-8eb7359f8ee9
CROPT HAS BEEN SHIPPED, OATS, amount: 812kg, in week:21
NEW PRODUCT, Oat flakes, amount: 609kg, shop price: 23.0 in week:21 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, Oat flakes, shop price: 23.0 in week:22
PRODUCT HAS BEEN PURCHASED, Oat flakes, amount: 12kg, shop price: 23.0 in week:23 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Oat flakes, amount: 10kg, shop price: 23.0 in week:23 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Oat flakes, amount: 5kg, shop price: 23.0 in week:24 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Oat flakes, amount: 10kg, shop price: 23.0 in week:24 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Oat flakes, amount: 8kg, shop price: 23.0 in week:25 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Oat flakes, amount: 9kg, shop price: 23.0 in week:25 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Oat flakes, amount: 13kg, shop price: 23.0 in week:27 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Oat flakes, amount: 10kg, shop price: 23.0 in week:27 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:27


UUID: 46effaaa-6777-4599-b336-f45cfa788c83
NEW CROP, RYE, amount: 115kg, in week: 15


UUID: cb6772dd-d08d-4327-b2b1-73ac9efae6cc
NEW CROP, HEMP, amount: 987kg, in week: 8


UUID: b50b4fd5-dac3-4b6b-9857-c5b1c8b1c91a
NEW CROP, CORN, amount: 721kg, in week: 11
CROPT HAS BEEN SHIPPED, CORN, amount: 721kg, in week:11
NEW PRODUCT, Corn can, amount: 288kg, shop price: 42.0 in week:11 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, Corn can, shop price: 42.0 in week:12
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 10kg, shop price: 42.0 in week:12 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 7kg, shop price: 42.0 in week:13 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 6kg, shop price: 42.0 in week:13 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 10kg, shop price: 42.0 in week:13 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 8kg, shop price: 42.0 in week:14 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 10kg, shop price: 42.0 in week:14 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 10kg, shop price: 42.0 in week:15 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 10kg, shop price: 42.0 in week:17 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:17


UUID: 547b9d36-c929-46fa-ac4a-9adadafebdcb
NEW CROP, GRAPEVINE, amount: 249kg, in week: 19
CROP HAS BEEN HARVESTED IN WEEK: 22 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4
CROPT HAS BEEN SHIPPED, GRAPEVINE, amount: 249kg, in week:23
NEW PRODUCT, Vine2013, amount: 24l, shop price: 169.0 in week:23 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, Vine2013, shop price: 169.0 in week:24
PRODUCT HAS BEEN PURCHASED, Vine2013, amount: 7l, shop price: 169.0 in week:24 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Vine2013, amount: 10l, shop price: 169.0 in week:24 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT WAS SOLD OUT, in week:25


UUID: 001b2311-364e-4854-9984-4f8d5d45dd60
NEW CROP, TOMATO, amount: 512kg, in week: 5


UUID: 3fe5eeae-733b-4c8e-9a30-a6f0ef375634
NEW CROP, PEAR, amount: 681kg, in week: 28


UUID: 7f8ef79a-3546-43cb-ba98-0976b002a635
NEW CROP, TOMATO, amount: 196kg, in week: 30


UUID: bcd5fcbb-cf1c-4b2e-bb3b-007902f712a9
NEW CROP, BARLEY, amount: 573kg, in week: 27


UUID: 41a3158a-d1f1-4a11-a41a-a094cf89638d
NEW CROP, RYE, amount: 852kg, in week: 17
CROP HAS BEEN HARVESTED IN WEEK: 26 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4


UUID: c21b3c78-7ad5-40de-b0eb-cc9211fb52ae
NEW CROP, BARLEY, amount: 892kg, in week: 4


UUID: 4dd86d23-e8d2-4151-9972-9e661b70d658
NEW CROP, WHEET, amount: 625kg, in week: 11


UUID: 3d6d4047-f8eb-40f6-9d66-e7b47929ad89
NEW CROP, BEAN, amount: 310kg, in week: 10


UUID: 3fa9b3c9-c941-4f6f-8843-926aa7eab8cb
NEW CROP, BEAN, amount: 870kg, in week: 24


UUID: ade4c429-8146-4b82-94a5-cbd5d7e3f0dd
NEW CROP, PLUMS, amount: 181kg, in week: 6


UUID: 0572ef80-3ca5-4c70-96d9-99fb8fe4fda9
NEW CROP, CUCCUMBER, amount: 292kg, in week: 1
CROP HAS BEEN HARVESTED IN WEEK: 7 by 8050f987-9e17-4bb9-92a6-b747df3a28a0
CROPT HAS BEEN SHIPPED, CUCCUMBER, amount: 292kg, in week:8
NEW PRODUCT, jar of sourCUCCUMBER, amount: 146kg, shop price: 35.0 in week:8 by7efd85f5-9614-436e-a024-da9b68cfb3c9
PRODUCT HAS BEEN SHIPPED, jar of sourCUCCUMBER, shop price: 35.0 in week:9
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer ef0b3a8e-86be-44ed-8bac-66453f6ca9d3
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 6b5179ae-f789-4a31-80fd-19c4ec1e05dc
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 924b4385-d34d-4643-9297-9ba437fd4c02
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 35f9d570-d8b4-40c3-a05b-b6cb9ea54188
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 8276cbfb-3f19-4d6a-9509-1ec15e227268
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 055581db-2768-4be0-ba96-6cfab6d123e5
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 4e1b3141-7331-4e78-bcca-02aa6f414e98
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 15kg, shop price: 35.0 in week:9 by customer 12dba37b-b0eb-4aad-a6ee-5114a3309355
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer fff3c27d-c704-4699-af81-c3c77e29e9ff
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 2c084fc4-4f91-4aaf-a6bc-aef2e4cb1fd1
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 7e4211da-30b8-48c3-9907-9b1df35caea9
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 583530f2-9e84-4ad3-8bbd-ec09396c822f
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer d040dc0d-8ec7-4906-abe6-7128a798958e
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 3622256c-8bd9-41cb-80fe-f38da25ec700
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer eff3ce08-55db-4747-8da3-0f1e6bc44b13
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 13kg, shop price: 35.0 in week:9 by customer becbced8-0ace-4978-bbef-f166034bce83
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 3ecd773f-94c3-47b8-b011-d3bd9eccb644
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 9kg, shop price: 35.0 in week:9 by customer 189c5297-6f8f-4c71-9c6c-bb6c8a8efbae
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 5c886aa9-dd78-4515-a489-7727f1cae832
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:9 by customer 28b92b4f-0a6f-45ca-8c8c-388f94ce3b5f
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 8kg, shop price: 35.0 in week:9 by customer ca41c9b0-2922-4b46-bf2e-6ec1e78f60c5
PRODUCT WAS SOLD OUT, in week:9


UUID: 342a0cd4-be8e-457e-a3b0-3013b3a2d844
NEW CROP, CORN, amount: 267kg, in week: 25


UUID: a0d1e8a1-2020-4d8b-9491-eda3d06403c6
NEW CROP, GRAPEVINE, amount: 939kg, in week: 11
CROPT HAS BEEN SHIPPED, GRAPEVINE, amount: 939kg, in week:11
NEW PRODUCT, GRAPEVINE, amount: 939kg, shop price: 68.6 in week:11 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, GRAPEVINE, shop price: 68.6 in week:12
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 11kg, shop price: 68.6 in week:12 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
